"","state","year","mortality_rate","aar_mortality","incidence_rate","aar_incidence","avg_NO3","avg_SO2","avg_TSO4","avg_TNH4","avg_CA","avg_K","avg_MG","avg_NA","avg_CL","Female"
"18","Alabama",2016,0.000500812224922107,37.1,0.000681838299854142,50.2,1.648128,0.732912,1.35208,0.580006,0.268476,0.083366,0.04597,0.174428,0.087054,1
"19","Alabama",2017,0.000469830109909242,33.7,0.000685268282134968,49.6,1.44301923076923,0.608482692307692,1.25373076923077,0.517119230769231,0.227192307692308,0.0863076923076923,0.0440230769230769,0.179909615384615,0.102030769230769,1
"20","Alabama",2018,0.000490025000386236,34.5,0.00069364088575287,49.4,1.50808461538462,0.451278846153846,1.11390769230769,0.537453846153846,0.212436538461538,0.0870269230769231,0.039525,0.137201923076923,0.0690423076923077,1
"21","Alabama",1999,0.000869491155805515,98.1,0.00100379899311239,110.3,3.99661176470588,5.76914117647059,5.74980392156863,2.38035098039216,NA,NA,NA,NA,NA,0
"22","Alabama",2000,0.000894694087202664,100.4,0.000996585925526837,109.8,4.09025652173913,6.03308043478261,6.1843,2.58621086956522,0.254326086956522,0.120767391304348,0.0502782608695652,0.193489130434783,NA,0
"23","Alabama",2001,0.000858147162044318,96.2,0.00106202661738962,115.8,3.62229019607843,5.10948235294118,4.99459411764706,2.16882549019608,0.238235294117647,0.101929411764706,0.0501627450980392,0.20818431372549,NA,0
"24","Alabama",2002,0.000871304171963214,96.3,0.00101167325955029,107.9,3.27157777777778,4.75013214285714,4.20705925925926,1.74924814814815,0.199914814814815,0.101611111111111,0.045962962962963,0.210074074074074,NA,0
"25","Alabama",2003,0.000894732640122014,97.3,0.00100301823143934,106.6,3.02701632653061,4.94448979591837,4.89975918367347,2.02704285714286,0.197385714285714,0.0920102040816327,0.0388530612244898,0.119385714285714,0.0501714285714286,0
"26","Alabama",2004,0.000859147273529873,92,0.00107028590816062,111.9,2.8127,4.6861962962963,5.00877037037037,2.16390740740741,0.184974074074074,0.103266666666667,0.0357111111111111,0.112440740740741,0.0788222222222222,0
"27","Alabama",2005,0.000877723327679306,93.3,0.00100886179497812,104.5,3.02322745098039,5.33750392156863,5.15157254901961,2.1733431372549,0.223005882352941,0.100009803921569,0.0414745098039216,0.122952941176471,0.0610254901960784,0
"28","Alabama",2006,0.00084065039418302,88.7,0.00104479561185843,106.4,2.83232115384615,4.71048461538462,4.49965384615385,1.81476730769231,0.2489,0.0972326923076923,0.0487269230769231,0.1577,0.0722153846153846,0
"29","Alabama",2007,0.000871747224202351,90.1,0.00100504730608038,100.7,2.90745576923077,5.26914423076923,4.66168846153846,1.89212115384615,0.259342307692308,0.0940038461538462,0.0556480769230769,0.215151923076923,0.0742788461538462,0
"30","Alabama",2008,0.000841801980725969,85.9,0.00108699975392808,108,2.44841132075472,3.6854320754717,3.77370377358491,1.53889245283019,0.222871698113208,0.0898018867924528,0.0456698113207547,0.166369811320755,0.0655811320754717,0
"31","Alabama",2009,0.000868481356874402,87.2,0.00104468869099598,102.7,1.96097115384615,2.00139807692308,2.77891153846154,1.20456346153846,0.184198076923077,0.102451923076923,0.0385019230769231,0.158784615384615,0.0947788461538462,0
"32","Alabama",2010,0.00085837722794952,85,0.00104262269112023,100.9,2.21925,2.11318653846154,2.98224038461538,1.32615769230769,0.239117307692308,0.105871153846154,0.0435192307692308,0.136240384615385,0.0534923076923077,0
"33","Alabama",2011,0.000831094889131512,79.6,0.000984428674878256,92.8,2.03768163265306,1.81445102040816,2.85302244897959,1.20474081632653,0.213844897959184,0.104710204081633,0.0469020408163265,0.204081632653061,0.107642857142857,0
"34","Alabama",2012,0.000796331736388507,75.7,0.00102024652033001,94.5,1.82515192307692,1.12483653846154,2.30631923076923,0.910332692307692,0.244757692307692,0.10065,0.0486326923076923,0.181296153846154,0.0864173076923077,0
"35","Alabama",2013,0.000804722633240296,74.9,0.000974205331063318,89,1.70630961538462,0.918603846153846,2.07652692307692,0.918634615384615,0.179017307692308,0.0820192307692308,0.0380057692307692,0.154834615384615,0.0891673076923077,0
"36","Alabama",2014,0.000787357291490917,71.5,0.000992291738031573,87.8,1.685266,1.131572,2.10935,0.855752,0.238832,0.092156,0.04071,0.139722,0.059088,0
"37","Alabama",2015,0.000768401885667583,68,0.000965286264784401,83.7,1.66552307692308,0.820532692307692,1.65229423076923,0.716128846153846,0.211194230769231,0.0880846153846154,0.04,0.146109615384615,0.0841326923076923,0
"38","Alabama",2016,0.000744184387920015,64.9,0.000983613934290174,83.5,1.648128,0.732912,1.35208,0.580006,0.268476,0.083366,0.04597,0.174428,0.087054,0
"39","Alabama",2017,0.000747874979384682,63.4,0.000949258548096544,78.9,1.44301923076923,0.608482692307692,1.25373076923077,0.517119230769231,0.227192307692308,0.0863076923076923,0.0440230769230769,0.179909615384615,0.102030769230769,0
"40","Alabama",2018,0.000720173315505306,60.1,0.000934278895790667,76.1,1.50808461538462,0.451278846153846,1.11390769230769,0.537453846153846,0.212436538461538,0.0870269230769231,0.039525,0.137201923076923,0.0690423076923077,0
"41","Alaska",1999,0.000238991456055446,42.8,0.000431512351211222,73.2,0.184315217391304,0.538234782608696,0.328401075268817,0.10662688172043,NA,NA,NA,NA,NA,1
