"","AREA","POPULATION","YEAR","Incidence","Mortality","Incidence_rate","Mortality_rate","abbr"
"830","South Dakota",799124,"2008",556,556,0.000695761859235863,0.000695761859235863,"SD"
"831","South Dakota",807067,"2009",546,546,0.000676523758250554,0.000676523758250554,"SD"
"832","South Dakota",816166,"2010",583,583,0.000714315470137202,0.000714315470137202,"SD"
"833","South Dakota",823579,"2011",557,557,0.000676316418947059,0.000676316418947059,"SD"
"834","South Dakota",833566,"2012",571,571,0.00068500874555824,0.00068500874555824,"SD"
"835","South Dakota",842316,"2013",623,623,0.000739627408241088,0.000739627408241088,"SD"
"836","South Dakota",849129,"2014",601,601,0.000707784094054025,0.000707784094054025,"SD"
"837","South Dakota",853988,"2015",602,602,0.000704927938097491,0.000704927938097491,"SD"
"838","South Dakota",862996,"2016",644,644,0.000746237526014026,0.000746237526014026,"SD"
"839","South Dakota",872868,"2017",615,615,0.000704573887460647,0.000704573887460647,"SD"
"840","South Dakota",878698,"2018",598,598,0.000680552362700268,0.000680552362700268,"SD"
"841","Tennessee",5638706,"1999",3958,3958,0.000701934096227042,0.000701934096227042,"TN"
"842","Tennessee",5703719,"2000",3991,3991,0.000699718902701904,0.000699718902701904,"TN"
"843","Tennessee",5750789,"2001",4083,4083,0.000709989533610084,0.000709989533610084,"TN"
"844","Tennessee",5795918,"2002",4309,4309,0.000743454272472454,0.000743454272472454,"TN"
"845","Tennessee",5847812,"2003",4711,4711,0.000805600453639755,0.000805600453639755,"TN"
"846","Tennessee",5910809,"2004",5163,5163,0.000873484492562693,0.000873484492562693,"TN"
"847","Tennessee",5991057,"2005",5315,5315,0.000887155638812984,0.000887155638812984,"TN"
"848","Tennessee",6088766,"2006",5410,5410,0.000888521582205656,0.000888521582205656,"TN"
"849","Tennessee",6175727,"2007",5294,5294,0.000857227011491926,0.000857227011491926,"TN"
"850","Tennessee",6247411,"2008",5467,5467,0.000875082494172386,0.000875082494172386,"TN"
"851","Tennessee",6306019,"2009",5684,5684,0.00090136106472245,0.00090136106472245,"TN"
"852","Tennessee",6355311,"2010",5634,5634,0.000886502643222338,0.000886502643222338,"TN"
"853","Tennessee",6399291,"2011",5596,5596,0.000874471875087412,0.000874471875087412,"TN"
"854","Tennessee",6453898,"2012",5750,5750,0.000890934439930721,0.000890934439930721,"TN"
"855","Tennessee",6494340,"2013",5841,5841,0.000899398553201711,0.000899398553201711,"TN"
"856","Tennessee",6541223,"2014",5910,5910,0.000903500767364146,0.000903500767364146,"TN"
"857","Tennessee",6591170,"2015",6321,6321,0.000959010312281431,0.000959010312281431,"TN"
"858","Tennessee",6646010,"2016",6080,6080,0.000914834615054747,0.000914834615054747,"TN"
"859","Tennessee",6708799,"2017",6300,6300,0.000939065248489335,0.000939065248489335,"TN"
"860","Tennessee",6771631,"2018",6124,6124,0.000904361150216248,0.000904361150216248,"TN"
"861","Texas",20558220,"1999",11969,11969,0.000582200209940355,0.000582200209940355,"TX"
"862","Texas",20944499,"2000",11985,11985,0.000572226626189531,0.000572226626189531,"TX"
"863","Texas",21319622,"2001",12374,12374,0.000580404286717654,0.000580404286717654,"TX"
"864","Texas",21690325,"2002",12577,12577,0.000579843778274415,0.000579843778274415,"TX"
"865","Texas",22030931,"2003",12903,12903,0.000585676565370751,0.000585676565370751,"TX"
"866","Texas",22394023,"2004",12792,12792,0.000571223848434915,0.000571223848434915,"TX"
"867","Texas",22773020,"2005",13143,13143,0.00057713030594976,0.00057713030594976,"TX"
"868","Texas",23359580,"2006",12924,12924,0.000553263372029805,0.000553263372029805,"TX"
"869","Texas",23831983,"2007",13252,13252,0.000556059476880291,0.000556059476880291,"TX"
"870","Texas",24309039,"2008",13445,13445,0.000553086446568291,0.000553086446568291,"TX"
"871","Texas",24801761,"2009",12925,12925,0.000521132350239162,0.000521132350239162,"TX"
"872","Texas",25241971,"2010",13052,13052,0.000517075310798828,0.000517075310798828,"TX"
"873","Texas",25645629,"2011",12839,12839,0.000500631121194181,0.000500631121194181,"TX"
"874","Texas",26084481,"2012",13319,13319,0.0005106101210141,0.0005106101210141,"TX"
"875","Texas",26480266,"2013",13211,13211,0.000498899822229882,0.000498899822229882,"TX"
"876","Texas",26964333,"2014",13363,13363,0.000495580587882519,0.000495580587882519,"TX"
"877","Texas",27470056,"2015",13275,13275,0.00048325347425575,0.00048325347425575,"TX"
"878","Texas",27914410,"2016",13459,13459,0.00048215240802152,0.00048215240802152,"TX"
"879","Texas",28295273,"2017",13651,13651,0.000482448075337531,0.000482448075337531,"TX"
"880","Texas",28628666,"2018",13530,13530,0.000472603229224862,0.000472603229224862,"TX"
"881","Utah",2203482,"1999",521,521,0.000236443955521307,0.000236443955521307,"UT"
"882","Utah",2244502,"2000",441,441,0.000196480110064504,0.000196480110064504,"UT"
"883","Utah",2283715,"2001",508,508,0.000222444569484371,0.000222444569484371,"UT"
"884","Utah",2324815,"2002",485,485,0.000208618750309164,0.000208618750309164,"UT"
"885","Utah",2360137,"2003",545,545,0.000230918798357892,0.000230918798357892,"UT"
"886","Utah",2401580,"2004",511,511,0.000212776588745742,0.000212776588745742,"UT"
"887","Utah",2457719,"2005",560,560,0.00022785355038554,0.00022785355038554,"UT"
"888","Utah",2525507,"2006",570,570,0.000225697256036115,0.000225697256036115,"UT"
"889","Utah",2597746,"2007",551,551,0.00021210695733917,0.00021210695733917,"UT"
"890","Utah",2663029,"2008",513,513,0.00019263778201439,0.00019263778201439,"UT"
"891","Utah",2723421,"2009",627,627,0.000230225146975073,0.000230225146975073,"UT"
"892","Utah",2775332,"2010",582,582,0.000209704640742081,0.000209704640742081,"UT"
"893","Utah",2814384,"2011",658,658,0.000233798941437984,0.000233798941437984,"UT"
"894","Utah",2853375,"2012",698,698,0.000244622596048539,0.000244622596048539,"UT"
"895","Utah",2897640,"2013",625,625,0.000215692770668544,0.000215692770668544,"UT"
"896","Utah",2936879,"2014",629,629,0.000214172936644649,0.000214172936644649,"UT"
"897","Utah",2981835,"2015",659,659,0.000221004851039712,0.000221004851039712,"UT"
"898","Utah",3041868,"2016",664,664,0.000218286921062978,0.000218286921062978,"UT"
"899","Utah",3101042,"2017",680,680,0.000219281131955001,0.000219281131955001,"UT"
"900","Utah",3153550,"2018",739,739,0.000234339078181732,0.000234339078181732,"UT"
"901","Vermont",604683,"1999",438,438,0.000724346475756719,0.000724346475756719,"VT"
"902","Vermont",609618,"2000",411,411,0.000674192691160694,0.000674192691160694,"VT"
"903","Vermont",612223,"2001",412,412,0.000672957402776439,0.000672957402776439,"VT"
"904","Vermont",615442,"2002",391,391,0.000635315756805678,0.000635315756805678,"VT"
"905","Vermont",617858,"2003",463,463,0.000749363122270813,0.000749363122270813,"VT"
"906","Vermont",619920,"2004",441,441,0.000711382113821138,0.000711382113821138,"VT"
"907","Vermont",621215,"2005",478,478,0.000769459848844603,0.000769459848844603,"VT"
"908","Vermont",622892,"2006",570,570,0.00091508640342146,0.00091508640342146,"VT"
"909","Vermont",623481,"2007",522,522,0.00083723481549558,0.00083723481549558,"VT"
"910","Vermont",624151,"2008",496,496,0.000794679492622779,0.000794679492622779,"VT"
"911","Vermont",624817,"2009",533,533,0.000853049772973527,0.000853049772973527,"VT"
"912","Vermont",625879,"2010",545,545,0.000870775341559631,0.000870775341559631,"VT"
"913","Vermont",627049,"2011",528,528,0.000842039457841413,0.000842039457841413,"VT"
"914","Vermont",626090,"2012",536,536,0.000856106949480107,0.000856106949480107,"VT"
"915","Vermont",626210,"2013",505,505,0.000806438734609795,0.000806438734609795,"VT"
"916","Vermont",625214,"2014",533,533,0.00085250810122614,0.00085250810122614,"VT"
"917","Vermont",625216,"2015",530,530,0.000847707032449585,0.000847707032449585,"VT"
"918","Vermont",623657,"2016",549,549,0.000880291570526748,0.000880291570526748,"VT"
"919","Vermont",624344,"2017",520,520,0.000832874184744308,0.000832874184744308,"VT"
"920","Vermont",624358,"2018",507,507,0.000812034121449553,0.000812034121449553,"VT"
"921","Virginia",7000174,"1999",4112,4112,0.000587413969995603,0.000587413969995603,"VA"
"922","Virginia",7105817,"2000",4191,4191,0.000589798470745869,0.000589798470745869,"VA"
"923","Virginia",7198362,"2001",4109,4109,0.000570824306974281,0.000570824306974281,"VA"
"924","Virginia",7286873,"2002",4414,4414,0.000605746799758964,0.000605746799758964,"VA"
"925","Virginia",7366977,"2003",5014,5014,0.000680604812530296,0.000680604812530296,"VA"
"926","Virginia",7475575,"2004",5086,5086,0.00068034900325393,0.00068034900325393,"VA"
"927","Virginia",7577105,"2005",5227,5227,0.000689841304825524,0.000689841304825524,"VA"
"928","Virginia",7673725,"2006",5155,5155,0.000671772835226699,0.000671772835226699,"VA"
"929","Virginia",7751000,"2007",5080,5080,0.000655399303315701,0.000655399303315701,"VA"
"930","Virginia",7833496,"2008",5354,5354,0.000683475168685859,0.000683475168685859,"VA"
"931","Virginia",7925937,"2009",5448,5448,0.00068736352559956,0.00068736352559956,"VA"
"932","Virginia",8023699,"2010",5282,5282,0.000658299868925791,0.000658299868925791,"VA"
"933","Virginia",8101155,"2011",5178,5178,0.000639168118620123,0.000639168118620123,"VA"
"934","Virginia",8185080,"2012",5485,5485,0.000670121733691057,0.000670121733691057,"VA"
"935","Virginia",8252427,"2013",5338,5338,0.000646840014458777,0.000646840014458777,"VA"
"936","Virginia",8310993,"2014",5416,5416,0.000651667015000494,0.000651667015000494,"VA"
"937","Virginia",8361808,"2015",5505,5505,0.000658350442870728,0.000658350442870728,"VA"
"938","Virginia",8410106,"2016",5663,5663,0.000673356554602284,0.000673356554602284,"VA"
"939","Virginia",8463587,"2017",5245,5245,0.000619713603700181,0.000619713603700181,"VA"
"940","Virginia",8501286,"2018",5283,5283,0.000621435392245361,0.000621435392245361,"VA"
"941","Washington",5842564,"1999",3950,3950,0.000676073039165681,0.000676073039165681,"WA"
"942","Washington",5910512,"2000",3873,3873,0.000655273181071285,0.000655273181071285,"WA"
"943","Washington",5985722,"2001",3979,3979,0.000664748546624785,0.000664748546624785,"WA"
"944","Washington",6052349,"2002",3901,3901,0.000644543135235592,0.000644543135235592,"WA"
"945","Washington",6104115,"2003",4071,4071,0.000666927146687112,0.000666927146687112,"WA"
"946","Washington",6178645,"2004",4053,4053,0.000655969067651564,0.000655969067651564,"WA"
"947","Washington",6257305,"2005",4129,4129,0.000659868745410364,0.000659868745410364,"WA"
"948","Washington",6370753,"2006",4178,4178,0.000655809446701198,0.000655809446701198,"WA"
"949","Washington",6461587,"2007",3967,3967,0.000613935864362733,0.000613935864362733,"WA"
"950","Washington",6562231,"2008",4220,4220,0.000643073978956242,0.000643073978956242,"WA"
"951","Washington",6667426,"2009",4331,4331,0.000649576013292086,0.000649576013292086,"WA"
"952","Washington",6742830,"2010",4423,4423,0.000655956030331478,0.000655956030331478,"WA"
"953","Washington",6826627,"2011",4318,4318,0.000632523206555741,0.000632523206555741,"WA"
"954","Washington",6897058,"2012",4432,4432,0.000642592827260551,0.000642592827260551,"WA"
"955","Washington",6963985,"2013",4288,4288,0.000615739407824687,0.000615739407824687,"WA"
"956","Washington",7054655,"2014",4505,4505,0.000638585444646124,0.000638585444646124,"WA"
"957","Washington",7163657,"2015",4393,4393,0.000613234274058627,0.000613234274058627,"WA"
"958","Washington",7294771,"2016",4523,4523,0.000620033171706144,0.000620033171706144,"WA"
"959","Washington",7423362,"2017",4380,4380,0.000590029153906276,0.000590029153906276,"WA"
"960","Washington",7523869,"2018",4418,4418,0.000587197889809086,0.000587197889809086,"WA"
"961","West Virginia",1811799,"1999",2036,2036,0.00112374496287944,0.00112374496287944,"WV"
"962","West Virginia",1807021,"2000",2000,2000,0.00110679399962701,0.00110679399962701,"WV"
"963","West Virginia",1801481,"2001",2027,2027,0.00112518533362272,0.00112518533362272,"WV"
"964","West Virginia",1805414,"2002",1997,1997,0.00110611748884189,0.00110611748884189,"WV"
"965","West Virginia",1812295,"2003",1907,1907,0.00105225694492343,0.00105225694492343,"WV"
"966","West Virginia",1816438,"2004",1985,1985,0.00109279810266026,0.00109279810266026,"WV"
"967","West Virginia",1820492,"2005",2132,2132,0.00117111198511172,0.00117111198511172,"WV"
"968","West Virginia",1827912,"2006",2100,2100,0.00114885180468206,0.00114885180468206,"WV"
"969","West Virginia",1834052,"2007",2033,2033,0.00110847456887809,0.00110847456887809,"WV"
"970","West Virginia",1840310,"2008",2141,2141,0.0011633909504377,0.0011633909504377,"WV"
"971","West Virginia",1847775,"2009",2047,2047,0.0011078188632274,0.0011078188632274,"WV"
"972","West Virginia",1854239,"2010",1953,1953,0.00105326228172312,0.00105326228172312,"WV"
"973","West Virginia",1856301,"2011",2045,2045,0.00110165323403909,0.00110165323403909,"WV"
"974","West Virginia",1856872,"2012",2013,2013,0.00108408118599451,0.00108408118599451,"WV"
"975","West Virginia",1853914,"2013",2098,2098,0.00113165982888095,0.00113165982888095,"WV"
"976","West Virginia",1849489,"2014",2064,2064,0.00111598392853377,0.00111598392853377,"WV"
"977","West Virginia",1842050,"2015",2114,2114,0.00114763442903287,0.00114763442903287,"WV"
"978","West Virginia",1831023,"2016",2025,2025,0.00110593913894036,0.00110593913894036,"WV"
"979","West Virginia",1817004,"2017",2220,2220,0.00122179147651849,0.00122179147651849,"WV"
"980","West Virginia",1804291,"2018",2028,2028,0.0011239872060549,0.0011239872060549,"WV"
"981","Wisconsin",5332666,"1999",3597,3597,0.000674521899552682,0.000674521899552682,"WI"
"982","Wisconsin",5373999,"2000",3465,3465,0.000644771240188173,0.000644771240188173,"WI"
"983","Wisconsin",5406835,"2001",3589,3589,0.000663789444286722,0.000663789444286722,"WI"
"984","Wisconsin",5445162,"2002",3557,3557,0.000653240436189043,0.000653240436189043,"WI"
"985","Wisconsin",5479203,"2003",3659,3659,0.000667797853081917,0.000667797853081917,"WI"
"986","Wisconsin",5514026,"2004",3694,3694,0.000669927925620953,0.000669927925620953,"WI"
"987","Wisconsin",5546166,"2005",3710,3710,0.000668930572939937,0.000668930572939937,"WI"
"988","Wisconsin",5577655,"2006",3832,3832,0.000687027074998364,0.000687027074998364,"WI"
"989","Wisconsin",5610775,"2007",3821,3821,0.000681011090268278,0.000681011090268278,"WI"
"990","Wisconsin",5640996,"2008",3947,3947,0.000699699131146344,0.000699699131146344,"WI"
"991","Wisconsin",5669264,"2009",3849,3849,0.000678924107256251,0.000678924107256251,"WI"
"992","Wisconsin",5690475,"2010",4084,4084,0.000717690526713499,0.000717690526713499,"WI"
"993","Wisconsin",5705288,"2011",4130,4130,0.000723889836937241,0.000723889836937241,"WI"
"994","Wisconsin",5719960,"2012",4089,4089,0.000714865138917055,0.000714865138917055,"WI"
"995","Wisconsin",5736754,"2013",4181,4181,0.000728809358044636,0.000728809358044636,"WI"
"996","Wisconsin",5751525,"2014",4192,4192,0.000728850174518932,0.000728850174518932,"WI"
"997","Wisconsin",5760940,"2015",4273,4273,0.000741719233319562,0.000741719233319562,"WI"
"998","Wisconsin",5772628,"2016",4404,4404,0.000762910757457435,0.000762910757457435,"WI"
"999","Wisconsin",5790186,"2017",4372,4372,0.000755070735206088,0.000755070735206088,"WI"
"1000","Wisconsin",5807406,"2018",4390,4390,0.000755931305646617,0.000755931305646617,"WI"
"1001","Wyoming",491780,"1999",281,281,0.000571393712635731,0.000571393712635731,"WY"
"1002","Wyoming",494300,"2000",255,255,0.000515881043900465,0.000515881043900465,"WY"
"1003","Wyoming",494657,"2001",245,245,0.000495292697768353,0.000495292697768353,"WY"
"1004","Wyoming",500017,"2002",259,259,0.000517982388598788,0.000517982388598788,"WY"
"1005","Wyoming",503453,"2003",295,295,0.000585953405779686,0.000585953405779686,"WY"
"1006","Wyoming",509106,"2004",276,276,0.000542126786955958,0.000542126786955958,"WY"
"1007","Wyoming",514157,"2005",291,291,0.00056597498429468,0.00056597498429468,"WY"
"1008","Wyoming",522667,"2006",272,272,0.000520407831372556,0.000520407831372556,"WY"
"1009","Wyoming",534876,"2007",272,272,0.000508529079637149,0.000508529079637149,"WY"
"1010","Wyoming",546043,"2008",302,302,0.000553069996318971,0.000553069996318971,"WY"
"1011","Wyoming",559851,"2009",306,306,0.000546573999153346,0.000546573999153346,"WY"
"1012","Wyoming",564487,"2010",304,304,0.000538542074485329,0.000538542074485329,"WY"
"1013","Wyoming",567299,"2011",285,285,0.000502380578848191,0.000502380578848191,"WY"
"1014","Wyoming",576305,"2012",309,309,0.000536174421530266,0.000536174421530266,"WY"
"1015","Wyoming",582122,"2013",261,261,0.000448359622209777,0.000448359622209777,"WY"
"1016","Wyoming",582531,"2014",304,304,0.000521860639176284,0.000521860639176284,"WY"
"1017","Wyoming",585613,"2015",282,282,0.00048154668697587,0.00048154668697587,"WY"
"1018","Wyoming",584215,"2016",317,317,0.000542608457502803,0.000542608457502803,"WY"
"1019","Wyoming",578931,"2017",286,286,0.000494013967122161,0.000494013967122161,"WY"
"1020","Wyoming",577601,"2018",278,278,0.000481301105780634,0.000481301105780634,"WY"
