"","state","year","mortality_rate","aar_mortality","incidence_rate","aar_incidence","Female","avg_NO3_lg","avg_SO2_lg","avg_TSO4_lg","avg_TNH4_lg","avg_CA_lg","avg_K_lg","avg_MG_lg","avg_NA_lg","avg_CL_lg"
"230","Colorado",2012,0.000307697981178564,35.5,0.000435233224313749,49.3,0,-0.503365832595979,-1.55223379629971,-0.680374201524236,-1.5942812976064,-1.68365184796947,-3.42451116586168,-3.76497733846532,-3.36098733905216,-3.96838588803613
"231","Colorado",2013,0.000304230737067072,34.8,0.000413587307977997,45.6,0,-0.56439343272632,-1.63190082515377,-0.698557791552258,-1.6306104776669,-1.95935006142202,-3.70765460944027,-3.98014125950444,-3.45158056401155,-4.02603192204001
"232","Colorado",2014,0.000289262659429516,31.8,0.0004404089139062,46.9,0,-0.724921179637345,-1.67457268972842,-0.856151810459348,-1.8077364237512,-1.99534191606666,-3.81698024105529,-4.08273573556419,-3.52827903043879,-4.16325340362623
"233","Colorado",2015,0.000276301170465777,30.2,0.000428139065992545,45,0,-0.694042630860877,-1.40623846376977,-0.940934737972574,-1.83628571702109,-2.27694629692798,-3.89684179564371,-4.22459985611892,-3.55189363884395,-4.21715009049536
"234","Colorado",2016,0.000287786822449525,30.9,0.000408714701708241,42.8,0,-0.77574224842634,-1.50533281863497,-1.09122210251167,-2.02154085596635,-2.2508121575551,-3.85822796496978,-4.25252285419615,-3.51233062505784,-4.11569277356208
"235","Colorado",2017,0.000266879509564657,27.7,0.000412707570493886,42,0,-0.785026330009437,-1.58876603634731,-1.04253691302543,-1.92876612435724,-2.22260155866885,-3.66599358640789,-4.17767391500144,-3.6855005536484,-4.23909247159031
"236","Colorado",2018,0.000248101638622342,26.1,0.000399893780395504,39.3,0,-0.701582659381047,-1.96418049544816,-1.15069015338728,-2.0179013228428,-2.00694958461785,-3.44825785449171,-3.95923397164276,-3.37503760150327,-3.93434960734937
"237","Connecticut",1999,0.000472770480806434,39.1,0.000656498476374068,55.9,1,1.02132954873365,1.42069199887485,1.09349069895733,0.0226398135913995,NA,NA,NA,NA,NA
"238","Connecticut",2000,0.000479162948369766,39.9,0.000664462024489035,56.9,1,1.01588124844238,1.50636537564587,1.05955489551073,0.10691738003838,-2.37871878417087,-2.92800173693809,-3.27620959344841,-1.27390017825838,NA
"239","Connecticut",2001,0.000496337111261482,41.1,0.000664232466665423,56.1,1,1.09165932659821,1.61445415617387,1.19596757860558,0.18002404774526,-2.15539263145012,-2.9763445136005,-3.19006412762965,-1.29848074191006,NA
"240","Connecticut",2002,0.000493119910137602,39.8,0.00071609098567818,60.1,1,1.04103440970233,1.4367903524517,1.11033093799482,0.0861057382644796,-2.18972920851537,-2.88100400789256,-3.16273644858922,-1.28315749240402,NA
"241","Connecticut",2003,0.000504051368633285,41,0.000718719263460513,60.7,1,0.943182051239836,1.48019445631294,1.096681579895,0.0271043361920081,-2.38661490528254,-2.59703359593439,-3.17306628883691,-1.22673634927712,-1.91160534536332
"242","Connecticut",2004,0.00048496227638623,39,0.000694630600007341,57.2,1,0.865843233546407,1.27614783812883,1.06175943658449,0.0182233265583807,-2.44032312332316,-2.96553887062295,-3.22524220115053,-1.27882069512237,-1.93233539664532
"243","Connecticut",2005,0.000484443428327899,38.7,0.000741370469926773,61.1,1,0.843763875961015,1.35469403889381,1.08227767930153,-0.00625606690311894,-2.32960059370896,-2.90360898467819,-3.18875705994287,-1.24750948454686,-1.90079339025219
"244","Connecticut",2006,0.00050064309126364,40.2,0.000764517958150663,62.5,1,0.725553865478853,1.13814237210743,0.983622943176676,-0.0934762854938397,-2.38229452287746,-2.9284691022645,-3.23521043423478,-1.43893268921452,-2.41525860835637
"245","Connecticut",2007,0.000502313678884665,39.4,0.000751814539165839,61,1,0.735281255103085,1.02831674834813,0.957026134410138,-0.0524931883791135,-2.43255979294527,-2.96317018064431,-3.33112274255566,-1.46711318688864,-2.29413073591977
"246","Connecticut",2008,0.00045640557814394,35.3,0.000737059309108504,59,1,0.588146139067606,0.818525616651926,0.81356991572479,-0.261509346994729,-2.45981282915115,-2.7597805323866,-3.21732043134651,-1.35442279299562,-2.10875765639125
"247","Connecticut",2009,0.000480648563877866,37.5,0.000757335905541348,60.8,1,0.506294991317645,0.615257362089803,0.613846905548395,-0.435640850618226,-2.45551216276316,-2.65690018620945,-3.24374994431456,-1.29250281637577,-1.98008362098708
"248","Connecticut",2010,0.000504683154797811,39,0.000729531205425099,57.5,1,0.334020056659819,0.116739756587247,0.433193757677108,-0.592411187697042,-2.3741430647263,-2.6083005894747,-3.22369511130415,-1.33319846163235,-1.5436501718961
"249","Connecticut",2011,0.000457425228359495,34.8,0.000704065434624591,55.6,1,0.588252739847195,0.343760827583006,0.521707505094051,-0.399965043838654,-2.44107284749147,-2.76327570161462,-3.23035449695311,-1.31033220840077,-1.77312120240096
"250","Connecticut",2012,0.000436714625708441,32.2,0.000748653644071613,57.3,1,0.48713253072026,-0.105725967042434,0.330538457733594,-0.574796784515389,-2.38435846406858,-2.87150848568301,-3.24394711491706,-1.45354424699467,-1.98393557684685
"251","Connecticut",2013,0.000446635957505004,32.8,0.00077062340177048,58.4,1,0.444482180618595,-0.167697250451729,0.361076029252998,-0.605028573638421,-2.46764473294736,-2.82885618361481,-3.20041974004729,-1.21603877025039,-1.57936525023663
"252","Connecticut",2014,0.000453947661355045,32.5,0.000747167442613088,55.3,1,0.422355000776432,-0.108200013303752,0.242937128795684,-0.711604943361148,-2.39402078831649,-2.81825576842324,-3.09776499911914,-1.0512574397853,-1.37935847011878
"253","Connecticut",2015,0.000431033544423667,31,0.000742879783002911,54.3,1,0.421938202390761,-0.241385458392538,0.120695796250237,-0.851664523254713,-2.33245537231097,-2.83389112471805,-3.13279174843717,-1.20128933322735,-1.49210849438586
"254","Connecticut",2016,0.000428826292616659,30,0.000785090375413959,56.5,1,0.3236877813841,-0.522666695191478,-0.204870351358161,-1.13907895416834,-2.41174366180634,-2.99236539882353,-3.22344507152379,-1.34484385827003,-1.60316352002016
"255","Connecticut",2017,0.000428905733076391,29.1,0.000796617272389016,55.5,1,0.264247106192627,-0.673785827081326,-0.258970031399475,-1.07548375038687,-2.39668446765732,-2.92484376402724,-3.22398500839271,-1.29738926552722,-1.47601710284673
"256","Connecticut",2018,0.000389199282605143,25.8,0.000730295283090548,49.9,1,0.24152888513155,-0.937106853351332,-0.273362018677032,-1.15186701958526,-2.42579629606896,-2.77480656445001,-3.21527654083855,-1.28998468098248,-1.53425908527889
"257","Connecticut",1999,0.000586852670088144,63.2,0.000819885643033748,87.3,0,1.02132954873365,1.42069199887485,1.09349069895733,0.0226398135913995,NA,NA,NA,NA,NA
"258","Connecticut",2000,0.000619682545830184,66.2,0.000784285722066327,82.8,0,1.01588124844238,1.50636537564587,1.05955489551073,0.10691738003838,-2.37871878417087,-2.92800173693809,-3.27620959344841,-1.27390017825838,NA
"259","Connecticut",2001,0.000581774122590866,62.2,0.000824580677887054,86.8,0,1.09165932659821,1.61445415617387,1.19596757860558,0.18002404774526,-2.15539263145012,-2.9763445136005,-3.19006412762965,-1.29848074191006,NA
"260","Connecticut",2002,0.000577387503284673,61.6,0.000806793270843599,84.9,0,1.04103440970233,1.4367903524517,1.11033093799482,0.0861057382644796,-2.18972920851537,-2.88100400789256,-3.16273644858922,-1.28315749240402,NA
"261","Connecticut",2003,0.000582541038094044,61.2,0.000814966041110246,84.5,0,0.943182051239836,1.48019445631294,1.096681579895,0.0271043361920081,-2.38661490528254,-2.59703359593439,-3.17306628883691,-1.22673634927712,-1.91160534536332
"262","Connecticut",2004,0.00062131334451501,64.8,0.000783855982511354,81.4,0,0.865843233546407,1.27614783812883,1.06175943658449,0.0182233265583807,-2.44032312332316,-2.96553887062295,-3.22524220115053,-1.27882069512237,-1.93233539664532
"263","Connecticut",2005,0.000561327195686755,58.4,0.000754888297647705,77.6,0,0.843763875961015,1.35469403889381,1.08227767930153,-0.00625606690311894,-2.32960059370896,-2.90360898467819,-3.18875705994287,-1.24750948454686,-1.90079339025219
"264","Connecticut",2006,0.000543343168877958,56,0.000779045318563445,79.4,0,0.725553865478853,1.13814237210743,0.983622943176676,-0.0934762854938397,-2.38229452287746,-2.9284691022645,-3.23521043423478,-1.43893268921452,-2.41525860835637
"265","Connecticut",2007,0.000518752917985164,52.9,0.000775797903189048,77.7,0,0.735281255103085,1.02831674834813,0.957026134410138,-0.0524931883791135,-2.43255979294527,-2.96317018064431,-3.33112274255566,-1.46711318688864,-2.29413073591977
